epoch,train_loss,test_loss
1,0.03969660969078541,0.030313826515339315
2,0.022138711772859098,0.008071354721323587
3,0.005739347252994776,0.005115590858622454
4,0.005078959047794342,0.005366762547055259
5,0.005053610922768712,0.004690960762673058
6,0.0045737636163830754,0.004079438440385275
7,0.004154683040454984,0.003851640452921856
8,0.0039923199191689495,0.003888849023496732
9,0.004039578495547176,0.0038930483206058852
10,0.0038896943610161544,0.003828976405202411
11,0.003936490725725889,0.0038005160677130334
12,0.0037533862739801407,0.0035925808988395147
13,0.003704659003764391,0.00360802960494766
14,0.0036776308119297026,0.0036477697867667302
15,0.0035559209063649178,0.003610968058637809
16,0.0033999178353697063,0.0033251900895265862
17,0.0032793588675558566,0.0033171010072692297
18,0.0031732803238555788,0.0030646181512565818
19,0.003020909583196044,0.003057890869968105
20,0.0029890048131346702,0.0030838446909911
21,0.0028611617041751744,0.003049116985494038
22,0.0027678412767127157,0.002889298411901109
23,0.0027272350611165165,0.0027806651232822333
24,0.002599341846071184,0.0030754884210182354
25,0.002560987371020019,0.0025385915032529738
26,0.0024284036653116343,0.002483852229488548
27,0.0023917659483850004,0.0023725205173832364
28,0.002295317392796278,0.002193342756072525
29,0.002122148584574461,0.002191179093642859
30,0.002067599537782371,0.001847620074840961
31,0.002042701984755695,0.0020329059625510126
32,0.0020347374957054853,0.0018801560036081355
33,0.0018614092208445072,0.0017943434140761383
34,0.0018880212642252445,0.0019773720086959656
35,0.0017012009983882307,0.0016704054341971641
36,0.0016717124730348588,0.001864627189206658
37,0.001683840299025178,0.0018476397926860955
38,0.0017527113668620586,0.0018937275199277792
39,0.001770514789968729,0.0018096882340614684
40,0.0015424291123636066,0.0016390240471082507
41,0.0015649122190661729,0.0017421575721527915
42,0.001559269117191434,0.0016330687612935435
43,0.0015331291682086886,0.0015311449224100215
44,0.0014590950864367188,0.0015817105377209373
45,0.001462365894112736,0.0015392445129691623
46,0.001411807541269809,0.001544048536743503
47,0.0014215651038102805,0.0014729412105225492
48,0.0013887142650783062,0.001847739637014456
49,0.0015981605383567513,0.0017691666398604866
50,0.001426085122395307,0.0014017206067364896
51,0.0012590871355496348,0.0015470820617338177
52,0.0013746183328330517,0.0015951702698657755
53,0.001373219050001353,0.0014595615793950856
54,0.0013499220130033791,0.0013631302554131253
55,0.0012957442258484662,0.0013744569914706517
56,0.0012859671642072499,0.0014235438902687747
57,0.0013644073228351772,0.0014451723218371626
58,0.0013784550279378892,0.0014090581935306545
59,0.0012420622496865689,0.0017123882898886222
60,0.001304065122269094,0.0016776386091805762
61,0.0012729490343481302,0.0014537331935571274
62,0.0012577483276836575,0.00158787952750572
63,0.001277423842344433,0.0015117029925022507
64,0.0011687862491235137,0.0013017324781685602
65,0.0011847967123612762,0.001375591877149418
66,0.0011929192771203815,0.0013431231345748529
67,0.0011581828030757606,0.0014327285571198445
68,0.0012205648613162338,0.0014741577324457467
69,0.0011403607167303563,0.0012996414243389154
70,0.0010865990263409912,0.0014018884448887547
71,0.0011014962829649449,0.0014080184992053546
72,0.0010993185248225927,0.0012626745210582158
73,0.0011490128836594523,0.0013210100169089856
74,0.0010604242235422135,0.0013238312621979276
75,0.0010652845930308103,0.0011901760917680804
76,0.0010790002536959946,0.001239106393768452
77,0.0009938322524540126,0.0015406596212415025
78,0.0010748001369647682,0.0015304610860766843
79,0.0011097763692960144,0.001362195873298333
80,0.0009951773751527072,0.00141892481042305
81,0.001044931852724403,0.0012402495885908138
82,0.0009551211860962212,0.001265299568331102
