epoch,train_loss,test_loss
1,0.017733368514850734,0.0038608474668803488
2,0.003412986926548183,0.0030951087280016417
3,0.003017685073427856,0.0028194445452302884
4,0.0027265818098559974,0.0026023934297204304
5,0.00252342804800719,0.002333161710304724
6,0.00229328397680074,0.00230414397009073
7,0.002030240874737501,0.0019501572212346704
8,0.001748420051112771,0.0017281001334369277
9,0.001420090234093368,0.0017439578059218397
10,0.0012677649633027613,0.001117019965254055
11,0.001201073108240962,0.001192183737646029
12,0.0011737925751134754,0.001164153455548985
13,0.0010951801102608441,0.0010363904215769167
14,0.00113263058681041,0.0010708621918122955
15,0.0010456528225913644,0.001045990926599142
16,0.0009902352712117136,0.0010192643748714952
17,0.0009671882320195437,0.0009326546228265355
18,0.0009919571494683623,0.0012044322615412247
19,0.0009065820962190628,0.0009459082936648588
20,0.0009079025530256331,0.0009419702480630178
21,0.000859058034280315,0.0009922560532043456
22,0.0008668986684177071,0.0009642712768926552
23,0.0008395928123500198,0.001588109112492982
24,0.0008575957876630128,0.0008396942080977332
25,0.0008021107048261911,0.0008023061810334207
26,0.0008028155423700809,0.0008560310638432574
27,0.0008019111830741167,0.0007597442668533415
28,0.000765253930259496,0.0007771965576733231
29,0.0007562636751215905,0.0009468080276463205
30,0.0007418428624048829,0.0009156922916555481
31,0.000750161814223975,0.000764850745234152
32,0.0007389715695288032,0.0007498366057510921
33,0.0006902609692886472,0.0007907795567053613
34,0.0007426154403947293,0.000734537564422698
35,0.0006847615017555654,0.0007811678105603406
36,0.0006996906146872788,0.000677838666100577
37,0.0006598309332039207,0.0007400629529581185
38,0.0006688516405411064,0.0006604667949107636
39,0.0006412239308468998,0.0008192890763778097
40,0.0006202731934376061,0.0006661487485216871
41,0.0006136737063992769,0.0007396627206037972
42,0.0006389085508882999,0.0007016198430803551
43,0.0006650724737439304,0.0007026027217003143
44,0.0005995559006929397,0.0007470829857611186
45,0.0006105755073949695,0.0006862606648963751
46,0.0006187351415399462,0.0007090238301130902
47,0.0006091871913522481,0.0007130869598999904
48,0.0005604629254899919,0.0006170831411219778
49,0.0006067757464479655,0.0006565961357989129
50,0.0005679642856586724,0.0006875068901750337
51,0.0005557705292012542,0.0006801380614963639
52,0.0005605479472782463,0.00062083080633407
53,0.0005574619852006435,0.0006574749374527864
54,0.0005586051811929792,0.0006710670137285569
55,0.0005290145975071936,0.0006817576585183288
56,0.0005311559946741908,0.0006230782830915681
57,0.0005646326282527298,0.0006622042574409609
58,0.000518218540167436,0.0005738988663677932
59,0.0005346776582766324,0.0007400733762076659
60,0.0005170997027307749,0.0006195463853366198
61,0.0005039054740220309,0.0006593525375218789
62,0.0005444900833535939,0.0006150309188116437
63,0.0004977047062944621,0.0006086904956710044
