epoch,train_loss,test_loss
1,0.9776477370262145,0.9915959984064102
2,0.9366370344161987,0.9201309531927109
3,0.6897199730873108,0.6529634529724717
4,0.5711501817703247,0.6155170518904924
5,0.5129190325737,0.5076123867183924
6,0.46766079545021055,0.49526479467749596
7,0.43887444770336154,0.5232056775130332
8,0.4331955041885376,0.43361617159098387
9,0.3840420826673508,0.4076882638037205
10,0.3747138909101486,0.37558332411572337
11,0.3534379152059555,0.38482077047228813
12,0.33348368537425993,0.4194956333376467
13,0.3223312169313431,0.40239487309008837
14,0.3016265834569931,0.33979193307459354
15,0.29629678905010226,0.31927940668538213
16,0.29004385924339293,0.32428956776857376
17,0.2740682635307312,0.3040297315455973
18,0.2829689394235611,0.3524383082985878
19,0.2721265176534653,0.2986692641861737
20,0.2488764727115631,0.2880405983887613
21,0.24801566636562347,0.3223599847406149
22,0.22828484129905702,0.2822052859701216
23,0.2341238686442375,0.28164607286453247
24,0.22658810901641846,0.29103246657177806
25,0.21893685179948807,0.2851817631162703
26,0.208826011300087,0.2693413249216974
27,0.21658771312236785,0.24292101804167032
28,0.20369115728139878,0.3363796169869602
29,0.20401603060960768,0.23934083012863994
30,0.1947050433754921,0.28376005170866847
31,0.1903944901227951,0.24595379969105124
32,0.18519963842630385,0.24107336532324553
33,0.19410209435224532,0.302324041724205
34,0.1752066631913185,0.22844976838678122
35,0.18178989398479461,0.25459946366027
36,0.18369428974390029,0.21536689484491944
37,0.16922109246253966,0.24434149730950594
38,0.17274629426002502,0.23356634378433228
39,0.16887126737833022,0.24677875125780702
40,0.16203330892324447,0.2054782877676189
41,0.1558060530424118,0.20145536679774523
42,0.1500114574432373,0.2193143656477332
43,0.15463782918453217,0.2165970611386001
44,0.1480990607738495,0.2426304668188095
45,0.15100728982686998,0.21550219506025314
46,0.14325070571899415,0.21842279890552163
47,0.14348271328210832,0.1992199388332665
48,0.14427355033159256,0.21359064849093556
49,0.14166597378253937,0.2242512977682054
50,0.1291027445793152,0.2132532161194831
51,0.13136520224809647,0.23033609753474593
52,0.1357240200638771,0.298632659483701
53,0.13397711622714997,0.24183650128543377
54,0.13250537133216858,0.20992556354030967
55,0.12578079104423523,0.1941306001972407
56,0.12779846119880675,0.20679499674588442
57,0.12057092845439911,0.18693214957602322
58,0.1184231212735176,0.20021964120678604
59,0.11737721651792526,0.21597998053766787
60,0.11891682320833206,0.21634487295523286
61,0.1215066819190979,0.19304660009220243
62,0.1097862632572651,0.21632127603515983
63,0.1146790645122528,0.23266830714419484
64,0.10931020590662956,0.18718520435504615
65,0.10678076034784317,0.18226705375127494
66,0.1036532841026783,0.19984498363919556
67,0.1064405790567398,0.18430922087281942
68,0.10319965821504593,0.2136819171719253
69,0.1006578387916088,0.19812359986826777
70,0.10321481597423554,0.20314590958878398
