,drift1_len,quad1_len,quad1_gra,drift2_len,quad2_len,quad2_gra,x_avg0,x_avg1,x_avg2,x_avg3,x_avg4
0,0.4023102534756583,0.4508406785875577,-16.33272343534032,0.17012469497811172,0.21384444276997527,7.026670666875454,-2.582749882028499e-09,4.2582813489577146e-05,-1.9503230725336955e-07,-9.27875830996217e-05,0.00037507232932723454
1,0.2374628901088114,0.45407516355740407,14.93741190320683,0.2738253190404377,0.33455318079355756,5.61794486897503,-2.582749882028499e-09,2.6843175815592567e-05,-4.34864901879297e-06,-0.0007770599211237875,-0.00020800481609395494
2,0.41434464477794664,0.1779817848906797,19.552066956861715,0.38837569398761096,0.44258006906721403,2.0040693065280095,-2.582749882028499e-09,3.6858211640026513e-05,-8.071599815876804e-07,0.00011271343483711804,-6.143156068735265e-05
3,0.24628318734173837,0.12438014883857412,0.3201494141160026,0.13018967816362492,0.21007313701307823,13.76169052097061,-2.582749882028499e-09,2.7840331918099286e-05,-4.7779456780303385e-06,-6.935676729718935e-05,-2.870935070152913e-05
4,0.2560672496750033,0.1944619219428836,6.097415059938168,0.4736689862381297,0.43279529861091715,7.627330609446034,-2.582749882028499e-09,2.8946444014469483e-05,-3.698167557316912e-06,-4.393132391344562e-05,-5.331676449776229e-06
5,0.4778080858786343,0.14861124849852883,12.38356889916141,0.47953075423989755,0.38107897617311026,-1.4516731658669642,-2.582749882028499e-09,2.9092155430606532e-05,-1.6733061790200713e-06,5.3166957854105005e-05,3.0143926174670952e-05
6,0.46323160036725597,0.476826989855054,2.735332737157435,0.29361558404146215,0.14515467251951378,-17.610522202308566,-2.582749882028499e-09,2.5181779272740664e-05,-1.7559616274931797e-06,-2.4102795625372074e-05,1.5068391272139018e-05
7,0.12286332663225724,0.4849399371563986,3.9725250723331484,0.4506692391043573,0.1878728039133918,-13.209508057162772,-2.582749882028499e-09,1.3887415817090825e-05,-2.832348608408411e-07,-5.192899029187696e-07,1.3427520686502459e-06
8,0.3149195883017879,0.22105805505944986,6.91692163705892,0.14166291752544527,0.31680072197348386,13.9399621015814,-2.582749882028499e-09,2.6878909908339965e-05,-1.3770212193636034e-06,-2.0948029453601088e-05,2.4869322793997104e-06
9,0.3252632619891832,0.3360439380547373,-4.117597013908689,0.35000194734816803,0.10081393673720931,-4.5648830072004465,-2.582749882028499e-09,4.123889396551875e-05,5.443337973514205e-07,3.8560957068465674e-05,-9.567793394826017e-05
